"Food_Code","Food_Abbrev_Desc","Food_Desc"
41813000.00,"VEGATARIAN BOUILLON, DRY","Vegetarian bouillon, dry"
42100050.00,"NUTS, NFS","Nuts, nfs"
42100100.00,"ALMONDS, NFS","Almonds, NFS"
42101000.00,"ALMONDS, UNROASTED","Almonds, unroasted"
42101100.00,"ALMONDS, ROASTED","Almonds, roasted"
42101200.00,"ALMONDS, DRY ROASTED","Almonds, dry roasted (assume salted)"
42101210.00,"ALMONDS, DRY ROASTED, W/O SALT","Almonds, dry roasted, without salt"
42101350.00,"ALMONDS, HONEY-ROASTED","Almonds, honey-roasted"
42102000.00,"BRAZIL NUTS","Brazil nuts"
42104000.00,"CASHEW NUTS, NFS","Cashew nuts, NFS"
42104100.00,"CASHEW NUTS, ROASTED","Cashew nuts, roasted (assume salted)"
42104110.00,"CASHEW NUTS, ROASTED, W/O SALT","Cashew nuts, roasted, without salt"
42104200.00,"CASHEW NUTS, DRY ROASTED","Cashew nuts, dry roasted"
42104500.00,"CASHEW NUTS, HONEY-ROASTED","Cashew nuts, honey-roasted"
42105000.00,"CHESTNUTS, ROASTED","Chestnuts, roasted"
42106000.00,"COCONUT MEAT, FRESH","Coconut meat, fresh"
42106020.00,"COCONUT MEAT, DRIED, SWEETENED, SHREDDED","Coconut meat, dried, sweetened"
42107000.00,"FILBERTS, HAZELNUTS","Filberts, hazelnuts"
42109000.00,"MACADAMIA NUTS, UNROASTED","Macadamia nuts, unroasted"
42109100.00,"MACADAMIA NUTS, ROASTED","Macadamia nuts, roasted"
42110000.00,"MIXED NUTS, NFS","Mixed nuts, NFS"
42110100.00,"MIXED NUTS, ROASTED, W/ PEANUTS","Mixed nuts, roasted, with peanuts"
42110150.00,"MIXED NUTS, ROASTED, W/O PEANUTS","Mixed nuts, roasted, without peanuts"
42110200.00,"MIXED NUTS, DRY ROASTED","Mixed nuts, dry roasted"
42110300.00,"MIXED NUTS, HONEY-ROASTED, WITH PEANUTS","Mixed nuts, honey-roasted, with peanuts"
42110500.00,"MIXED NUTS, IN SHELL","Mixed nuts, in shell"
42111000.00,"PEANUTS, NFS","Peanuts, NFS"
42111010.00,"PEANUTS, IN SHELL, NFS, SHELL NOT EATEN","Peanuts, in shell, NFS (shell not eaten)"
42111030.00,"PEANUTS, BOILED","Peanuts, boiled"
42111100.00,"PEANUTS, ROASTED, SALTED","Peanuts, roasted, salted"
42111110.00,"PEANUTS, ROASTED, W/O SALT","Peanuts, roasted, without salt"
42111200.00,"PEANUTS, DRY ROASTED, SALTED","Peanuts, dry roasted, salted"
42111210.00,"PEANUTS, DRY ROASTED, W/O SALT","Peanuts, dry roasted, without salt"
42111500.00,"PEANUTS, HONEY ROASTED (INCL BEERNUTS)","Peanuts, honey-roasted"
42112000.00,"PECANS","Pecans"
42113000.00,"PINE NUTS (PIGNOLIAS)","Pine nuts (Pignolias)"
42114000.00,"PISTACHIO NUTS, UNROASTED","Pistachio nuts, unroasted"
42114100.00,"PISTACHIO NUTS, ROASTED, SALTED","Pistachio nuts, roasted, salted"
42114120.00,"PISTACHIO NUTS, ROASTED, UNSALTED","Pistachio nuts, roasted, unsalted"
42114130.00,"PISTACHIO NUTS","Pistachio nuts"
42116000.00,"WALNUTS","Walnuts"
42116100.00,"WALNUTS, HONEY-ROASTED","Walnuts, honey-roasted"
42200500.00,"ALMOND BUTTER","Almond butter"
42200600.00,"ALMOND PASTE (MARZIPAN PASTE)","Almond paste (Marzipan paste)"
42201000.00,"CASHEW BUTTER","Cashew butter"
42202000.00,"PEANUT BUTTER","Peanut butter"
42202010.00,"PEANUT BUTTER, LOW SODIUM","Peanut butter, low sodium"
42202100.00,"PEANUT BUTTER, REDUCED SODIUM & REDUCED SUGAR","Peanut butter, reduced sodium and reduced sugar"
42202130.00,"PEANUT BUTTER, REDUCED SUGAR","Peanut butter, reduced sugar"
42202150.00,"PEANUT BUTTER, REDUCED FAT","Peanut butter, reduced fat"
42202200.00,"PEANUT BUTTER, VITAMIN & MINERAL FORTIFIED","Peanut butter, vitamin and mineral fortified"
42203000.00,"PEANUT BUTTER & JELLY","Peanut butter and jelly"
42204050.00,"PEANUT SAUCE","Peanut sauce"
42204100.00,"BROWN NUT GRAVY ( MEATLESS)","Brown nut gravy, meatless"
42301010.00,"PEANUT BUTTER SANDWICH","Peanut butter sandwich"
42302010.00,"PEANUT BUTTER & JELLY SANDWICH","Peanut butter and jelly sandwich"
42401010.00,"COCONUT MILK","Coconut milk (liquid expressed from grated coconut meat, water added)"
42402010.00,"COCONUT CREAM, CANNED, SWEETENED (INCL COCO LOPEZ)","Coconut cream (liquid expressed from grated coconut meat), canned, sweetened"
42403010.00,"COCONUT WATER (LIQUID FROM COCONUTS)","Coconut water (liquid from coconuts)"
42404010.00,"COCONUT WATER, CANNED OR BOTTLED","Coconut water, canned or bottled"
42501000.00,"NUT MIXTURE W/ DRIED FRUIT & SEEDS","Nut mixture with dried fruit and seeds"
42502000.00,"NUT MIXTURE W/ SEEDS","Nut mixture with seeds"
43101000.00,"PUMPKIN & SQUASH SEEDS, HULLED, UNROASTED","Pumpkin and/or squash seeds, hulled, unroasted"
43101100.00,"PUMPKIN & SQUASH SEEDS, HULLED, ROASTED, SALTED","Pumpkin and/or squash seeds, hulled, roasted, salted"
43101150.00,"PUMPKIN & SQUASH SEEDS, HULLED, ROASTED, NO SALT","Pumpkin and/or squash seeds, hulled, roasted, without salt"
43102000.00,"SUNFLOWER SEEDS, HULLED, UNROASTED","Sunflower seeds, hulled, unroasted"
43102100.00,"SUNFLOWER SEEDS, HULLED, ROASTED, SALTED","Sunflower seeds, hulled, roasted, salted"
43102110.00,"SUNFLOWER SEEDS, HULLED, ROASTED, W/O SALT","Sunflower seeds, hulled, roasted, without salt"
43102200.00,"SUNFLOWER SEEDS, HULLED, DRY ROASTED","Sunflower seeds, hulled, dry roasted"
43103000.00,"SESAME SEEDS (INCLUDE TOASTED)","Sesame seeds"
43103100.00,"SESAME SAUCE","Sesame sauce"
43103200.00,"SESAME PASTE","Sesame paste (sesame butter made from whole seeds)"
43103300.00,"SESAME BUTTER (TAHINI) FROM KERNELS","Sesame butter (tahini) (made from kernels)"
43104000.00,"FLAX SEED","Flax seeds"
43105200.00,"PSYLLIUM SEED, HUSKS","Psyllium seed, husks"
43107000.00,"MIXED SEEDS","Mixed seeds"
44201000.00,"CAROB CHIPS","Carob chips"
44202000.00,"CAROB SYRUP","Carob syrup"
50010000.00,"FLOUR, WHITE (INCLUDE FLOUR, NFS)","Flour, white"
51000100.00,"BREAD, NS AS TO MAJOR FLOUR","Bread, NS as to major flour"
51000110.00,"BREAD, NS AS TO MAJOR FLOUR, TOASTED","Bread, NS as to major flour, toasted"
51000180.00,"BREAD, HOMEMADE/PURCH AT A BAKERY, NS AS TO FLOUR","Bread, made from home recipe or purchased at a bakery, NS as to major flour"
51000190.00,"BREAD, HOMEMADE/PURCH AT A BAKERY, TOASTD,NS FLOUR","Bread, made from home recipe or purchased at a bakery, toasted, NS as to major flour"
51000200.00,"ROLL, NS AS TO MAJOR FLOUR","Roll, NS as to major flour"
51000230.00,"ROLL, NS AS TO MAJOR FLOUR, TOASTED","Roll, NS as to major flour, toasted"
51000250.00,"ROLL, HOMEMADE/PURCH AT A BAKERY, NS AS TO FLOUR","Roll, made from home recipe or purchased at a bakery, NS as to major flour"
51000300.00,"ROLL, HARD, NS AS TO MAJOR FLOUR","Roll, hard, NS as to major flour"
51000400.00,"ROLL, BRAN, NS AS TO TYPE OF BRAN","Roll, bran, NS as to type of bran"
51101000.00,"BREAD, WHITE","Bread, white"
51101010.00,"BREAD, WHITE, TOASTED","Bread, white, toasted"
51101050.00,"BREAD, WHITE, HOMEMADE OR PURCHASED AT A BAKERY","Bread, white, made from home recipe or purchased at a bakery"
51101060.00,"BREAD, WHITE, HOMEMADE OR PURCH AT A BAKERY TOASTED","Bread, white, made from home recipe or purchased at a bakery, toasted"
51102010.00,"BREAD, WHITE W/ WHOLE WHEAT SWIRL","Bread, white with whole wheat swirl"
51102020.00,"BREAD, WHITE W/ WHOLE WHEAT SWIRL, TOASTED","Bread, white with whole wheat swirl, toasted"
51105010.00,"BREAD, CUBAN (INCLUDE SPANISH, PORTUGUESE)","Bread, Cuban"
51105040.00,"BREAD, CUBAN, TOASTED (INCLUDE SPANISH, PORTUGUESE)","Bread, Cuban, toasted"
51106010.00,"BREAD, NATIVE, WATER, P.R. (PAN CRIOLLO)","Bread, Native, water, Puerto Rican style (Pan Criollo)"
51106020.00,"BREAD, NATIVE, WATER, P.R., TOASTED (PAN CRIOLLO)","Bread, Native, water, Puerto Rican style, toasted (Pan Criollo)"
51106200.00,"BREAD, LARD, P.R. (PAN DE MANTECA)","Bread, lard, Puerto Rican style (Pan de manteca)"
51107010.00,"BREAD, FRENCH OR VIENNA","Bread, French or Vienna"
51107040.00,"BREAD, FRENCH OR VIENNA, TOASTED","Bread, French or Vienna, toasted"
51108010.00,"FOCACCIA, ITALIAN FLATBREAD, PLAIN","Focaccia, Italian flatbread, plain"
51108100.00,"NAAN, INDIAN FLATBREAD","Naan, Indian flatbread"
51109010.00,"BREAD, ITALIAN, GRECIAN, ARMENIAN","Bread, Italian, Grecian, Armenian"
51109040.00,"BREAD, ITALIAN, GRECIAN, ARMENIAN, TOASTED","Bread, Italian, Grecian, Armenian, toasted"
51109100.00,"BREAD, PITA","Bread, pita"
51109110.00,"BREAD, PITA, TOASTED","Bread, pita, toasted"
51109150.00,"BREAD, PITA W/ FRUIT","Bread, pita with fruit"
51110010.00,"BREAD, BATTER","Bread, batter"
51111010.00,"BREAD, CHEESE (INCLUDE ONION CHEESE)","Bread, cheese"
51111040.00,"BREAD, CHEESE, TOASTED (INCLUDE ONION CHEESE)","Bread, cheese, toasted"
51113010.00,"BREAD, CINNAMON","Bread, cinnamon"
51113100.00,"BREAD, CINNAMON, TOASTED","Bread, cinnamon, toasted"
51115010.00,"BREAD, CORNMEAL AND MOLASSES","Bread, cornmeal and molasses"
51115020.00,"BREAD, CORNMEAL AND MOLASSES, TOASTED","Bread, cornmeal and molasses, toasted"
51119010.00,"BREAD, EGG, CHALLAH","Bread, egg, Challah"
51119040.00,"BREAD, EGG, CHALLAH, TOASTED","Bread, egg, Challah, toasted"
51119100.00,"BREAD, LOWFAT, 98% FAT FREE","Bread, lowfat, 98% fat free"
51119110.00,"BREAD, LOWFAT, 98% FAT FREE, TOASTED","Bread, lowfat, 98% fat free, toasted"
51121010.00,"BREAD, GARLIC","Bread, garlic"
51121040.00,"BREAD, GARLIC, TOASTED (INCLUDE TEXAS TOAST)","Bread, garlic, toasted"
51121110.00,"BREAD, ONION","Bread, onion"
51122000.00,"BREAD, REDUCED CALORIE/HIGH FIBER","Bread, reduced calorie and/or high fiber, white or NFS"
51122010.00,"BREAD, REDUCED CALORIE/HIGH FIBER, TOASTED","Bread, reduced calorie and/or high fiber, white or NFS, toasted"
51122050.00,"BREAD, REDUCED CALORIE/HIGH FIBER, ITALIAN","Bread, reduced calorie and/or high fiber, Italian"
51122060.00,"BREAD, REDUCED CALORIE/HIGH FIBER, ITALIAN,TOASTED","Bread, reduced calorie and/or high fiber, Italian, toasted"
51122100.00,"BREAD, REDUCED CALORIE/ HIGH FIBER, W/ FRUIT/NUTS","Bread, reduced calorie and/or high fiber, white or NFS, with fruit and/or nuts"
51122110.00,"BREAD, REDUCED CALORIE/HI FIBER, W/FRUIT/NUTS,TOAST","Bread, reduced calorie and/or high fiber, white or NFS, with fruit and/or nuts, toasted"
51122300.00,"BREAD, WHITE, SPECIAL FORMULA, ADDED FIBER","Bread, white, special formula, added fiber"
51122310.00,"BREAD,WHITE,SPECIAL FORMULA,ADDED FIBER,TOASTED","Bread, white, special formula, added fiber, toasted"
51122400.00,"BREAD, WHITE, SPECIAL FORMULA, HIGH CALCIUM","Bread, white, special formula, high calcium"
51123010.00,"BREAD, HIGH PROTEIN","Bread, high protein"
51123020.00,"BREAD, HIGH PROTEIN, TOASTED","Bread, high protein, toasted"
51126010.00,"BREAD, MILK & HONEY (INCLUDE ARNOLD'S)","Bread, milk and honey"
51126020.00,"BREAD, MILK & HONEY, TOASTED (INCLUDE ARNOLD'S)","Bread, milk and honey, toasted"
51127010.00,"BREAD, POTATO","Bread, potato"
51127020.00,"BREAD, POTATO, TOASTED","Bread, potato, toasted"
51129010.00,"BREAD, RAISIN","Bread, raisin"
51129020.00,"BREAD, RAISIN, TOASTED","Bread, raisin, toasted"
51130510.00,"BREAD, WHITE, LOW SODIUM OR NO SALT","Bread, white, low sodium or no salt"
51130520.00,"BREAD, WHITE, LOW SODIUM/NO SALT, TOASTED","Bread, white, low sodium or no salt, toasted"
51133010.00,"BREAD, SOUR DOUGH","Bread, sour dough"
51133020.00,"BREAD, SOUR DOUGH, TOASTED","Bread, sour dough, toasted"
51134000.00,"BREAD, SWEETPOTATO","Bread, sweetpotato"
51135000.00,"BREAD, VEGETABLE","Bread, vegetable"
51135010.00,"BREAD, VEGETABLE, TOASTED","Bread, vegetable, toasted"
51140100.00,"BREAD  DOUGH, FRIED","Bread, dough, fried"
51150000.00,"ROLL, WHITE, SOFT","Roll, white, soft"
51150100.00,"ROLL, WHITE, SOFT, TOASTED","Roll, white, soft, toasted"
51151060.00,"ROLL, WHITE, SOFT, HOMEMADE/PURCH AT A BAKERY","Roll, white, soft, made from home recipe or purchased at a bakery"
51152000.00,"ROLL, WHITE, SOFT, REDUCED CALORIE/ HIGH FIBER","Roll, white, soft, reduced calorie and/or high fiber"
51152100.00,"ROLL, WHITE, REDUCED CALORIE/ HIGH FIBER, TOASTED","Roll, white, soft, reduced calorie and/or high fiber, toasted"
51153000.00,"ROLL, WHITE, HARD","Roll, white, hard"
51153010.00,"ROLL, WHITE, HARD, TOASTED","Roll, white, hard, toasted"
51154550.00,"ROLL, EGG BREAD","Roll, egg bread"
51154600.00,"ROLL, CHEESE","Roll, cheese"
51155000.00,"ROLL, FRENCH OR VIENNA","Roll, French or Vienna"
51155010.00,"ROLL, FRENCH OR VIENNA, TOASTED","Roll, French or Vienna, toasted"
51156500.00,"ROLL, GARLIC","Roll, garlic"
51157000.00,"ROLL, HOAGIE, SUBMARINE,","Roll, hoagie, submarine"
51157010.00,"ROLL, HOAGIE, SUBMARINE, TOASTED","Roll, hoagie, submarine, toasted"
51158100.00,"ROLL, MEXICAN, BOLILLO","Roll, Mexican, bolillo"
51159000.00,"ROLL, SOUR DOUGH","Roll, sour dough"
51160000.00,"ROLL, SWEET","Roll, sweet"
51160010.00,"ROLL, SWEET, TOASTED","Roll, sweet, toasted"
51160100.00,"ROLL, SWEET, CINNAMON BUN, NO FROSTING","Roll, sweet, cinnamon bun, no frosting"
51160110.00,"ROLL, SWEET, CINNAMON BUN, FROSTED","Roll, sweet, cinnamon bun, frosted"
51161000.00,"ROLL, SWEET, W/ FRUIT, NO FROSTING","Roll, sweet, with fruit, no frosting"
51161020.00,"ROLL, SWEET, W/ FRUIT, FROSTED","Roll, sweet, with fruit, frosted"
51161030.00,"ROLL, SWEET, W/ FRUIT, FROSTED, DIET","Roll, sweet, with fruit, frosted, diet"
51161050.00,"ROLL, SWEET, W/ NUTS, FROSTED","Roll, sweet, with nuts, frosted"
51161070.00,"ROLL, SWEET, W/ FRUIT, FROSTED, FAT FREE","Roll, sweet, with fruit, frosted, fat free"
51161100.00,"ROLL, SWEET, W/ FRUIT & NUTS, NO FROSTING","Roll, sweet, with fruit and nuts, no frosting"
51161150.00,"ROLL, SWEET, W/ FRUIT & NUTS, FROSTED","Roll, sweet, with fruit and nuts, frosted"
51161200.00,"ROLL, SWEET, W/ NUTS, NO FROSTING","Roll, sweet, with nuts, no frosting"
51161250.00,"ROLL, SWEET, NO TOPPING, MEXICAN (PAN DULCE)","Roll, sweet, no topping, Mexican (Pan Dulce)"
51161260.00,"ROLL SWEET, CRUMB TOPPING, MEXICAN (PAN DULCE)","Roll, sweet, crumb topping, Mexican (Pan Dulce)"
51161270.00,"ROLL, SWEET, SUGAR TOPPING, MEXICAN  (PAN DULCE)","Roll, sweet, sugar topping, Mexican (Pan Dulce)"
51161280.00,"ROLL,SWEET,W/ RAISINS & ICING,MEXICAN (PAN DULCE)","Roll, sweet, with raisins and icing, Mexican (Pan Dulce)"
51165000.00,"COFFEE CAKE, YEAST TYPE","Coffee cake, yeast type"
51165060.00,"COFFEE CAKE, YEAST, HOMEMADE/PURCH AT A BAKERY","Coffee cake, yeast type, made from home recipe or purchased at a bakery"
51165100.00,"COFFEE CAKE, YEAST TYPE, FAT FREE, CHOL FREE, W/ FRUIT","Coffee cake, yeast type, fat free, cholesterol free, with fruit"
51166000.00,"CROISSANT","Croissant"
51166100.00,"CROISSANT, CHEESE","Croissant, cheese"
51166200.00,"CROISSANT, CHOCOLATE","Croissant, chocolate"
51166500.00,"CROISSANT, FRUIT","Croissant, fruit"
51167000.00,"BRIOCHE","Brioche"
51168000.00,"COFFEE BREAD, SPANISH","Bread, Spanish coffee"
51180010.00,"BAGEL","Bagel"
51180020.00,"BAGEL, TOASTED","Bagel, toasted"
51180030.00,"BAGEL, W/ RAISINS","Bagel, with raisins"
51180040.00,"BAGEL, W/ RAISINS, TOASTED","Bagel, with raisins, toasted"
51180080.00,"BAGEL W/ FRUIT OTHER THAN RAISINS","Bagel, with fruit other than raisins"
51180090.00,"BAGEL W/ FRUIT OTHER THAN RAISINS, TOASTED","Bagel, with fruit other than raisins, toasted"
51182010.00,"BREAD, STUFFING (INCLUDE HOMEMADE; STUFFING, NFS)","Bread stuffing"
51182020.00,"BREAD STUFFING W/ EGG","Bread stuffing made with egg"
51184000.00,"BREAD STICK, HARD","Bread sticks, hard"
51184010.00,"BREAD STICK, SOFT","Bread stick, soft"
51184020.00,"BREAD STICK, NS AS TO HARD OR SOFT","Bread stick, NS as to hard or soft"
51184030.00,"BREAD STICK, SOFT, PREP W/ GARLIC & PARMESAN CHEESE","Bread stick, soft, prepared with garlic and parmesan cheese"
51184100.00,"BREAD STICK, HARD, LOW SODIUM","Bread stick, hard, low sodium"
51185000.00,"CROUTONS","Croutons"
51186010.00,"MUFFIN, ENGLISH (INCLUDE SOUR DOUGH)","Muffin, English"
51186020.00,"MUFFIN, ENGLISH, TOASTED","Muffin, English, toasted"
51186100.00,"MUFFIN, ENGLISH, W/ RAISINS","Muffin, English, with raisins"
51186120.00,"MUFFIN, ENGLISH, W/ RAISINS, TOASTED","Muffin, English, with raisins, toasted"
51186160.00,"MUFFIN, ENGLISH, W/ FRUIT OTHER THAN RAISINS","Muffin, English, with fruit other than raisins"
51186180.00,"MUFFIN, ENGLISH, W/ FRUIT OTHER THAN RAISINS, TSTD","Muffin, English, with fruit other than raisins, toasted"
51187000.00,"MELBA TOAST","Melba toast"
51187020.00,"ANISETTE TOAST","Anisette toast"
51188100.00,"PANNETONE (ITALIAN-STYLE SWEET BREAD)","Pannetone (Italian-style sweetbread)"
51188500.00,"ZWIEBACK TOAST (INCL RUSK)","Zwieback toast"
51201010.00,"BREAD, 100% WHOLE WHEAT","Bread, whole wheat, 100%"
51201020.00,"BREAD, 100% WHOLE WHEAT, TOASTED","Bread, whole wheat, 100%, toasted"
51201060.00,"BREAD, 100% WHOLE WHEAT, HOME-MADE","Bread, whole wheat, 100%, made from home recipe or purchased at bakery"
51201070.00,"BREAD, 100% WHOLE WHEAT, HOME-MADE, TOASTED","Bread, whole wheat, 100%, made from home recipe or purchased at bakery, toasted"
51201110.00,"BREAD, 100% WHOLE WHEAT, W/ RAISINS","Bread, whole wheat, 100%, with raisins"
51201120.00,"BREAD, 100% WHOLE WHEAT, W/ RAISINS, TOASTED","Bread, whole wheat, 100%, with raisins, toasted"
51201150.00,"BREAD, PITA, 100%  WHOLE WHEAT","Bread, pita, whole wheat, 100%"
51201160.00,"BREAD, PITA, 100% WHOLE WHEAT, TOASTED","Bread, pita, whole wheat, 100%, toasted"
51202000.00,"MUFFIN, ENGLISH, 100% WHOLE WHEAT","Muffin, English, whole wheat, 100%"
51202020.00,"MUFFIN, ENGLISH, 100% WHOLE WHEAT, TOASTED","Muffin, English, whole wheat, 100%, toasted"
51202060.00,"MUFFIN, ENGLISH, WHOLE WHEAT, W/ RAISINS, TOASTED","Muffin, English, whole wheat, 100%, with raisins, toasted"
51204010.00,"BREAD, WHEAT GERM","Bread, wheat germ"
51207010.00,"BREAD, SPROUTED WHEAT","Bread, sprouted wheat"
51207020.00,"BREAD, SPROUTED WHEAT, TOASTED","Bread, sprouted wheat, toasted"
51208000.00,"BAGEL, 100% WHOLE WHEAT","Bagel, whole wheat, 100%"
51208010.00,"BAGEL, 100% WHOLE WHEAT, TOASTED","Bagel, whole wheat, 100%, toasted"
51208100.00,"BAGEL, 100% WHOLE WHEAT, W/ RAISINS","Bagel, whole wheat, 100%, with raisins"
51208110.00,"BAGEL, 100% WHOLE WHEAT, W/ RAISINS, TOASTED","Bagel, whole wheat, 100%, with raisins, toasted"
51220000.00,"ROLL, 100% WHOLE WHEAT","Roll, whole wheat, 100%"
51220010.00,"ROLL, 100% WHOLE WHEAT, TOASTED","Roll, whole wheat, 100%, toasted"
51220030.00,"ROLL, 100% WHOLE WHEAT, HOME RECIPE/BAKERY","Roll, whole wheat, 100%, made from home recipe or purchased at bakery"
51300050.00,"BREAD, WHOLE GRAIN WHITE","Bread, whole grain white"
51300060.00,"BREAD, WHOLE GRAIN WHITE, TOASTED","Bread, whole grain white, toasted"
51300110.00,"BREAD, WHOLE WHEAT, NS AS TO 100%","Bread, whole wheat, NS as to 100%"
51300120.00,"BREAD, WHOLE WHEAT, NS AS TO 100%, TOASTED","Bread, whole wheat, NS as to 100%, toasted"
51300140.00,"BREAD, WHOLE WHEAT, NS AS TO 100%, MADE FROM HOME RECIPE OR","Bread, whole wheat, NS as to 100%, made from home recipe or purchased at bakery"
51300150.00,"BREAD, WHOLE WHEAT, NS 100%, HOME RECIPE/BAKERY, TOASTED","Bread, whole wheat, NS as to 100%, made from home recipe or purchased at bakery, toasted"
51300180.00,"BREAD, PURI OR POORI (INDIAN PUFF BREAD), WW, NS 100%, FRIED","Bread, puri or poori (Indian puffed bread), whole wheat, NS as to 100%, fried"
51300210.00,"BREAD, WHOLE WHEAT, NS AS TO 100%, W/ RAISINS","Bread, whole wheat, NS as to 100%, with raisins"
51300220.00,"BREAD, WHOLE WHEAT,NS AS TO 100%,W/ RAISINS,TOASTED","Bread, whole wheat, NS as to 100%, with raisins, toasted"
51300610.00,"BREAD, WHOLE WHEAT, NS AS TO 100%, LOW SODIUM","Bread, whole wheat, NS as to 100%, low sodium or no salt"
51300620.00,"BREAD, WHOLE WHEAT, NS 100%, LOW SODIUM, TOAST","Bread, whole wheat, NS as to 100%, low sodium or no salt, toasted"
51301010.00,"BREAD, WHEAT OR CRACKED WHEAT","Bread, wheat or cracked wheat"
51301020.00,"BREAD, WHEAT OR CRACKED WHEAT, TOASTED","Bread, wheat or cracked wheat, toasted"
51301040.00,"BREAD, CRACKED WHEAT, HOME RECIPE/BAKERY","Bread, wheat or cracked wheat, made from home recipe or purchased at bakery"
51301050.00,"BREAD, CRACKED WHEAT, HOME RECIPE/BAKERY, TOASTED","Bread, wheat or cracked wheat, made from home recipe or purchased at bakery, toasted"
51301120.00,"BREAD, WHEAT OR CRACKED WHEAT, W/ RAISINS","Bread, wheat or cracked wheat, with raisins"
51301130.00,"BREAD, WHEAT OR CRACKED WHEAT, W/ RAISINS, TOASTED","Bread, wheat or cracked wheat, with raisins, toasted"
51301510.00,"BREAD, CRACKED WHEAT, REDUCED CALORIE/ HIGH FIBER","Bread, wheat or cracked wheat, reduced calorie and/or high fiber"
51301520.00,"BREAD, CRACKED WHEAT, RED CALORIE/ HI FIBER, TOAST","Bread, wheat or cracked wheat, reduced calorie and/or high fiber, toasted"
51301540.00,"BREAD, FRENCH, WHOLE WHEAT, NS 100%, HOMEMADE/BAKERY","Bread, French or Vienna, whole wheat, NS as to 100%, made from home recipe or purchased at bakery"
51301550.00,"BREAD, FRENCH, WHOLE WHEAT, NS 100%, HOMEMADE, TOASTED","Bread, French or Vienna, whole wheat, NS as to 100%, made from home recipe or purchased at bakery, toasted"
51301600.00,"BREAD, PITA, WHOLE WHEAT, NS AS TO 100%","Bread, pita, whole wheat, NS as to 100%"
51301610.00,"BREAD, PITA, WHOLE WHEAT, NS AS TO 100%, TOASTED","Bread, pita, whole wheat, NS as to 100%, toasted"
51301620.00,"BREAD, PITA, CRACKED WHEAT","Bread, pita, wheat or cracked wheat"
51301630.00,"BREAD, PITA, CRACKED WHEAT, TOASTED","Bread, pita, wheat or cracked wheat, toasted"
51301700.00,"BAGEL, WHEAT","Bagel, wheat"
51301710.00,"BAGEL, WHEAT, TOASTED","Bagel, wheat, toasted"
51301750.00,"BAGEL, WHOLE WHEAT, NS AS TO 100%","Bagel, whole wheat, NS as to 100%"
51301760.00,"BAGEL, WHOLE WHEAT, NS AS TO 100%, TOASTED","Bagel, whole wheat, NS as to 100%, toasted"
51301800.00,"BAGEL, WHEAT, W/ RAISINS","Bagel, wheat, with raisins"
51301810.00,"BAGEL, WHEAT, W/ RAISINS, TOASTED","Bagel, wheat, with raisins, toasted"
51301820.00,"BAGEL, WHEAT, W/ FRUITS & NUTS","Bagel, wheat, with fruit and nuts"
51301830.00,"BAGEL, WHEAT, W/ FRUITS & NUTS, TOASTED","Bagel, wheat, with fruit and nuts, toasted"
51301900.00,"BAGEL, WHEAT BRAN","Bagel, wheat bran"
51302010.00,"BREAD, WHEAT BRAN","Bread, wheat bran"
51302020.00,"BREAD, WHEAT BRAN, TOASTED","Bread, wheat bran, toasted"
51302050.00,"BREAD, WHEAT BRAN, W/ RAISINS","Bread, wheat bran, with raisins"
51302060.00,"BREAD, WHEAT BRAN, W/ RAISINS, TOASTED","Bread, wheat bran, with raisins, toasted"
51302500.00,"MUFFIN, ENGLISH, WHEAT BRAN","Muffin, English, wheat bran"
51302510.00,"MUFFIN, ENGLISH, WHEAT BRAN, TOASTED","Muffin, English, wheat bran, toasted"
51302520.00,"MUFFIN, ENGLISH, WHEAT BRAN, W/ RAISINS","Muffin, English, wheat bran, with raisins"
51303010.00,"MUFFIN, ENGLISH, WHEAT OR CRACKED WHEAT","Muffin, English, wheat or cracked wheat"
51303020.00,"MUFFIN, ENGLISH, WHEAT OR CRACKED WHEAT, TOASTED","Muffin, English, wheat or cracked wheat, toasted"
51303030.00,"MUFFIN, ENGLISH, WHOLE WHEAT, NS AS TO 100%","Muffin, English, whole wheat, NS as to 100%"
51303040.00,"MUFFIN, ENGLISH, WHOLE WHEAT, NS AS TO 100%, TOASTED","Muffin, English, whole wheat, NS as to 100%, toasted"
51303050.00,"MUFFIN, ENGLISH, WHEAT OR CRACKED WHEAT W/ RAISINS","Muffin, English, wheat or cracked wheat, with raisins"
51303060.00,"MUFFIN, ENGLISH, WHEAT W/ RAISINS, TOASTED","Muffin, English, wheat or cracked wheat, with raisins, toasted"
51303070.00,"MUFFIN, ENGLISH, WHOLE WHEAT, NS AS TO 100%, WITH RAISINS","Muffin, English, whole wheat, NS as to 100%, with raisins"
51303080.00,"MUFFIN, ENGLISH, WHOLE WHEAT, NS 100%, W/RAISINS, TOASTED","Muffin, English, whole wheat, NS as to 100%, with raisins, toasted"
51306000.00,"BREAD STICK, HARD, WHOLE WHEAT, NS AS TO 100 %","Bread stick, hard, whole wheat, NS as to 100%"
51320010.00,"ROLL, WHEAT OR CRACKED WHEAT","Roll, wheat or cracked wheat"
51320020.00,"ROLL, WHEAT OR CRACKED WHEAT, TOASTED","Roll, wheat or cracked wheat, toasted"
51320040.00,"ROLL, CRACKED WHEAT, HOME RECIPE/BAKERY","Roll, wheat or cracked wheat, made from home recipe or purchased at bakery"
